sample_name	cage_id	collection_device	collection_method	collection_timestamp	description	diet	dna_extracted	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experimental_group	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	miltefosine_treated	physical_specimen_location	physical_specimen_remaining	qiita_study_id	relative_ald_severity_score	relative_nash_severity_score	sample_number	sample_type	scientific_name	sex	strain_background	strain_background_common	strain_genotype	strain_vendor	sulfatide	taxon_id	tazarotene_dose	tazarotene_treated	time_point	title	treatment	tube_id
10781.Cage10.male.Qa1	Cage10	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	37	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	37	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage10.male.Qa1
10781.Cage10.male.Qa2	Cage10	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	38	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	38	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage10.male.Qa2
10781.Cage10.male.Qa3	Cage10	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	39	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	39	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage10.male.Qa3
10781.Cage10.male.Qa4	Cage10	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	40	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	40	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage10.male.Qa4
10781.Cage11.male.Qa5	Cage11	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	6	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	41	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	41	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage11.male.Qa5
10781.Cage11.male.Qa6	Cage11	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	6	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	42	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	42	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage11.male.Qa6
10781.Cage11.male.Qa7	Cage11	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	6	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	43	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	43	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage11.male.Qa7
10781.Cage11.male.Qa8	Cage11	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:00	Qa-1-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	6	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	44	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	44	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage11.male.Qa8
10781.Cage12.male.Ja1	Cage12	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	45	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	45	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage12.male.Ja1
10781.Cage12.male.Ja2	Cage12	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	46	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	46	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage12.male.Ja2
10781.Cage12.male.Ja3	Cage12	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	47	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	47	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage12.male.Ja3
10781.Cage12.male.Ja4	Cage12	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	16	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	48	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	48	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage12.male.Ja4
10781.Cage13.male.Ja5	Cage13	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	8	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	49	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	49	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage13.male.Ja5
10781.Cage13.male.Ja6	Cage13	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	8	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	50	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	50	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage13.male.Ja6
10781.Cage13.male.Ja7	Cage13	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 10:30	Ja18-/-	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Ja18-/- none	USA:CA:San Diego	8	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	51	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	51	feces	mouse gut metagenome	male	C57BL/6	B6	Ja18-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Ja18-/- none	Cage13.male.Ja7
10781.Cage14.male.WT16	Cage14	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	52	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	52	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage14.male.WT16
10781.Cage14.male.WT17	Cage14	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	53	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	53	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage14.male.WT17
10781.Cage14.male.WT18	Cage14	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	54	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	54	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage14.male.WT18
10781.Cage14.male.WT19	Cage14	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	55	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	55	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage14.male.WT19
10781.Cage14.male.WT20	Cage14	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	56	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	56	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage14.male.WT20
10781.Cage15.male.WT21	Cage15	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	57	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	57	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage15.male.WT21
10781.Cage15.male.WT22	Cage15	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	58	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	58	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage15.male.WT22
10781.Cage15.male.WT23	Cage15	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	59	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	59	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage15.male.WT23
10781.Cage15.male.WT24	Cage15	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	60	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	60	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage15.male.WT24
10781.Cage15.male.WT25	Cage15	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	61	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	61	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage15.male.WT25
10781.Cage16.male.WT26	Cage16	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-12 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	17	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	62	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	62	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage16.male.WT26
